home_team,home_q1,home_q2,home_q3,home_q4,home_q5,home_final,away_team,away_q1,away_q2,away_q3,away_q4,away_q5,away_final,season,week
Atlanta FalconsAtlanta (5-4),0,0,0,17,17,17,San Francisco 49ersSan Francisco (4-5),0,7,0,7,14,14,1991,10
Denver BroncosDenver (7-2),0,17,3,0,20,20,Pittsburgh SteelersPittsburgh (3-6),3,7,0,3,13,13,1991,10
Philadelphia EaglesPhiladelphia (4-5),0,13,7,10,30,30,New York GiantsNY Giants (4-5),0,0,7,0,7,7,1991,10
Tampa Bay BuccaneersTampa Bay (2-8),7,16,7,0,30,30,Detroit LionsDetroit (6-4),7,0,7,7,21,21,1991,11
New Orleans SaintsNew Orleans (9-1),0,7,3,0,10,10,San Francisco 49ersSan Francisco (4-6),3,0,0,0,3,3,1991,11
Green Bay PackersGreen Bay (2-8),7,3,7,7,24,24,Buffalo BillsBuffalo (9-1),0,14,10,10,34,34,1991,11
New York JetsNY Jets (5-5),7,7,7,6,27,27,Indianapolis ColtsIndianapolis (1-9),0,7,21,0,28,28,1991,11
Washington RedskinsWashington (10-0),7,21,7,21,56,56,Atlanta FalconsAtlanta (5-5),3,0,14,0,17,17,1991,11
Cincinnati BengalsCincinnati (1-9),10,7,0,10,0,27,Pittsburgh SteelersPittsburgh (4-6),0,6,7,14,6,33,1991,11
Houston OilersHouston (8-2),0,10,3,10,3,26,Dallas CowboysDallas (6-4),10,3,3,7,0,23,1991,11
Cleveland BrownsCleveland (4-6),16,14,0,0,30,30,Philadelphia EaglesPhiladelphia (5-5),0,17,6,9,32,32,1991,11
San Diego ChargersSan Diego (2-8),7,7,0,3,17,17,Seattle SeahawksSeattle (5-5),0,0,0,14,14,14,1991,11
Phoenix CardinalsPhoenix (4-7),0,7,0,7,14,14,New York GiantsNY Giants (5-5),7,7,7,0,21,21,1991,11
Los Angeles RamsLA Rams (3-7),0,14,0,6,20,20,Kansas City ChiefsKansas City (7-3),7,7,6,7,27,27,1991,11
Denver BroncosDenver (7-3),3,7,0,6,16,16,Los Angeles RaidersLA Raiders (6-4),7,0,10,0,17,17,1991,11
Miami DolphinsMiami (5-5),7,10,3,10,30,30,New England PatriotsNew England (3-7),3,3,7,7,20,20,1991,11
Minnesota VikingsMinnesota (5-6),7,3,7,0,17,17,Chicago BearsChicago (8-2),0,17,3,14,34,34,1991,11
Indianapolis ColtsIndianapolis (1-10),7,3,0,7,17,17,Chicago BearsChicago (9-2),7,3,14,7,31,31,1991,12
Pittsburgh SteelersPittsburgh (4-7),0,0,0,14,14,14,Washington RedskinsWashington (11-0),7,10,10,14,41,41,1991,12
Green Bay PackersGreen Bay (2-9),14,7,0,0,21,21,Minnesota VikingsMinnesota (6-6),7,7,7,14,35,35,1991,12
Kansas City ChiefsKansas City (7-4),0,10,3,7,20,20,Denver BroncosDenver (8-3),3,7,14,0,24,24,1991,12
Atlanta FalconsAtlanta (6-5),0,33,3,7,43,43,Tampa Bay BuccaneersTampa Bay (2-9),0,0,0,7,7,7,1991,12
Philadelphia EaglesPhiladelphia (6-5),0,7,0,10,17,17,Cincinnati BengalsCincinnati (1-10),0,7,0,3,10,10,1991,12
New England PatriotsNew England (3-8),0,0,0,21,21,21,New York JetsNY Jets (6-5),7,7,7,7,28,28,1991,12
San Francisco 49ersSan Francisco (5-6),0,7,0,7,14,14,Phoenix CardinalsPhoenix (4-8),0,0,3,7,10,10,1991,12
San Diego ChargersSan Diego (3-8),7,7,0,10,24,24,New Orleans SaintsNew Orleans (9-2),7,14,0,0,21,21,1991,12
Los Angeles RaidersLA Raiders (7-4),3,21,0,7,31,31,Seattle SeahawksSeattle (5-6),0,7,0,0,7,7,1991,12
New York GiantsNY Giants (6-5),6,10,0,6,22,22,Dallas CowboysDallas (6-5),0,3,6,0,9,9,1991,12
Detroit LionsDetroit (7-4),0,7,0,14,21,21,Los Angeles RamsLA Rams (3-8),3,0,7,0,10,10,1991,12
Houston OilersHouston (9-2),0,7,7,14,28,28,Cleveland BrownsCleveland (4-7),7,7,3,7,24,24,1991,12
Miami DolphinsMiami (5-6),3,10,7,7,27,27,Buffalo BillsBuffalo (10-1),10,10,14,7,41,41,1991,12
Chicago BearsChicago (9-3),7,3,3,0,0,13,Miami DolphinsMiami (6-6),0,3,0,10,3,16,1991,13
Minnesota VikingsMinnesota (6-7),0,7,0,7,14,14,Detroit LionsDetroit (8-4),7,3,14,10,34,34,1991,13
Green Bay PackersGreen Bay (3-9),7,0,7,0,14,14,Indianapolis ColtsIndianapolis (1-11),0,3,0,7,10,10,1991,13
Washington RedskinsWashington (11-1),7,0,0,14,21,21,Dallas CowboysDallas (7-5),0,14,0,10,24,24,1991,13
Pittsburgh SteelersPittsburgh (5-7),6,10,7,3,26,26,Houston OilersHouston (9-3),0,7,0,7,14,14,1991,13
Tampa Bay BuccaneersTampa Bay (2-10),0,7,0,7,14,14,New York GiantsNY Giants (7-5),7,0,7,7,21,21,1991,13
Cleveland BrownsCleveland (5-7),0,10,10,0,20,20,Kansas City ChiefsKansas City (7-5),0,0,3,12,15,15,1991,13
New England PatriotsNew England (4-8),0,9,0,7,16,16,Buffalo BillsBuffalo (10-2),3,7,3,0,13,13,1991,13
Cincinnati BengalsCincinnati (1-11),0,7,0,7,14,14,Los Angeles RaidersLA Raiders (8-4),7,21,7,3,38,38,1991,13
Seattle SeahawksSeattle (6-6),3,10,0,0,13,13,Denver BroncosDenver (8-4),0,0,10,0,10,10,1991,13
New York JetsNY Jets (7-5),14,0,3,7,24,24,San Diego ChargersSan Diego (3-9),0,3,0,0,3,3,1991,13
Phoenix CardinalsPhoenix (4-9),7,7,0,0,14,14,Philadelphia EaglesPhiladelphia (7-5),20,0,7,7,34,34,1991,13
New Orleans SaintsNew Orleans (9-3),0,7,6,7,0,20,Atlanta FalconsAtlanta (7-5),0,3,7,10,3,23,1991,13
Los Angeles RamsLA Rams (3-9),0,3,7,0,10,10,San Francisco 49ersSan Francisco (6-6),16,14,0,3,33,33,1991,13
Detroit LionsDetroit (9-4),10,0,3,3,16,16,Chicago BearsChicago (9-4),0,6,0,0,6,6,1991,14
Dallas CowboysDallas (8-5),7,3,0,10,20,20,Pittsburgh SteelersPittsburgh (5-8),0,0,3,7,10,10,1991,14
Buffalo BillsBuffalo (11-2),7,3,7,7,24,24,New York JetsNY Jets (7-6),7,3,3,0,13,13,1991,14
Miami DolphinsMiami (7-6),0,24,6,3,33,33,Tampa Bay BuccaneersTampa Bay (2-11),7,0,0,7,14,14,1991,14
Indianapolis ColtsIndianapolis (1-12),0,0,0,0,0,0,Cleveland BrownsCleveland (6-7),3,28,0,0,31,31,1991,14
Atlanta FalconsAtlanta (8-5),7,0,7,21,35,35,Green Bay PackersGreen Bay (3-10),7,14,0,10,31,31,1991,14
Cincinnati BengalsCincinnati (2-11),7,0,3,17,27,27,New York GiantsNY Giants (7-6),7,7,3,7,24,24,1991,14
San Francisco 49ersSan Francisco (7-6),0,14,3,21,38,38,New Orleans SaintsNew Orleans (9-4),0,10,14,0,24,24,1991,14
Denver BroncosDenver (9-4),10,7,3,0,20,20,New England PatriotsNew England (4-9),0,0,3,0,3,3,1991,14
Seattle SeahawksSeattle (6-7),3,0,0,3,6,6,Kansas City ChiefsKansas City (8-5),3,6,3,7,19,19,1991,14
Los Angeles RamsLA Rams (3-10),3,3,0,0,6,6,Washington RedskinsWashington (12-1),7,0,14,6,27,27,1991,14
San Diego ChargersSan Diego (3-10),0,0,7,0,7,7,Los Angeles RaidersLA Raiders (9-4),3,6,0,0,9,9,1991,14
Houston OilersHouston (9-4),0,3,3,0,6,6,Philadelphia EaglesPhiladelphia (8-5),0,0,10,3,13,13,1991,14
New England PatriotsNew England (5-9),3,0,0,14,6,23,Indianapolis ColtsIndianapolis (1-13),0,14,3,0,0,17,1991,15
Houston OilersHouston (10-4),7,3,7,14,31,31,Pittsburgh SteelersPittsburgh (5-9),0,3,3,0,6,6,1991,15
Kansas City ChiefsKansas City (9-5),0,0,10,7,3,20,San Diego ChargersSan Diego (3-11),0,14,0,3,0,17,1991,15
Cleveland BrownsCleveland (6-8),7,0,0,0,7,7,Denver BroncosDenver (10-4),0,7,0,10,17,17,1991,15
Chicago BearsChicago (10-4),7,14,6,0,27,27,Green Bay PackersGreen Bay (3-11),3,10,0,0,13,13,1991,15
Dallas CowboysDallas (9-5),7,3,3,10,23,23,New Orleans SaintsNew Orleans (9-5),0,7,7,0,14,14,1991,15
New York GiantsNY Giants (7-7),7,7,0,0,14,14,Philadelphia EaglesPhiladelphia (9-5),0,10,3,6,19,19,1991,15
Los Angeles RaidersLA Raiders (9-5),10,10,7,0,0,27,Buffalo BillsBuffalo (12-2),7,7,0,13,3,30,1991,15
Los Angeles RamsLA Rams (3-11),0,7,0,7,14,14,Atlanta FalconsAtlanta (9-5),10,14,7,0,31,31,1991,15
Phoenix CardinalsPhoenix (4-10),0,14,0,0,14,14,Washington RedskinsWashington (13-1),0,0,14,6,20,20,1991,15
Detroit LionsDetroit (10-4),14,10,10,0,34,34,New York JetsNY Jets (7-7),14,0,3,3,20,20,1991,15
Seattle SeahawksSeattle (6-8),6,3,7,6,22,22,San Francisco 49ersSan Francisco (8-6),0,10,7,7,24,24,1991,15
Tampa Bay BuccaneersTampa Bay (2-12),3,7,7,7,24,24,Minnesota VikingsMinnesota (7-7),10,10,3,3,26,26,1991,15
Miami DolphinsMiami (8-6),7,10,3,17,37,37,Cincinnati BengalsCincinnati (2-12),0,6,0,7,13,13,1991,15
Chicago BearsChicago (11-4),6,7,7,7,27,27,Tampa Bay BuccaneersTampa Bay (2-13),0,0,0,0,0,0,1991,16
San Francisco 49ersSan Francisco (9-6),7,7,7,7,28,28,Kansas City ChiefsKansas City (9-6),0,0,7,7,14,14,1991,16
New York JetsNY Jets (7-8),0,3,0,0,3,3,New England PatriotsNew England (6-9),3,0,3,0,6,6,1991,16
Philadelphia EaglesPhiladelphia (9-6),0,10,0,3,13,13,Dallas CowboysDallas (10-5),5,0,3,17,25,25,1991,16
Pittsburgh SteelersPittsburgh (6-9),10,0,0,7,17,17,Cincinnati BengalsCincinnati (2-13),0,7,3,0,10,10,1991,16
Cleveland BrownsCleveland (6-9),7,7,0,0,14,14,Houston OilersHouston (11-4),0,10,0,7,17,17,1991,16
Atlanta FalconsAtlanta (10-5),2,10,7,7,26,26,Seattle SeahawksSeattle (6-9),0,0,3,10,13,13,1991,16
Minnesota VikingsMinnesota (8-7),0,10,3,7,20,20,Los Angeles RamsLA Rams (3-12),0,0,7,7,14,14,1991,16
Green Bay PackersGreen Bay (3-12),7,3,0,7,17,17,Detroit LionsDetroit (11-4),7,0,0,14,21,21,1991,16
Denver BroncosDenver (11-4),7,3,7,7,24,24,Phoenix CardinalsPhoenix (4-11),0,3,10,6,19,19,1991,16
Washington RedskinsWashington (14-1),7,17,3,7,34,34,New York GiantsNY Giants (7-8),3,7,7,0,17,17,1991,16
San Diego ChargersSan Diego (4-11),0,10,0,28,38,38,Miami DolphinsMiami (8-7),3,7,13,7,30,30,1991,16
Indianapolis ColtsIndianapolis (1-14),0,0,0,7,7,7,Buffalo BillsBuffalo (13-2),21,7,0,7,35,35,1991,16
New Orleans SaintsNew Orleans (10-5),3,0,7,17,27,27,Los Angeles RaidersLA Raiders (9-6),0,0,0,0,0,0,1991,16
New York GiantsNY Giants (8-8),7,10,7,0,24,24,Houston OilersHouston (11-5),0,6,0,14,20,20,1991,17
Minnesota VikingsMinnesota (8-8),0,0,0,7,7,7,Green Bay PackersGreen Bay (4-12),10,0,10,7,27,27,1991,17
Buffalo BillsBuffalo (13-3),0,7,0,7,0,14,Detroit LionsDetroit (12-4),0,0,0,14,3,17,1991,17
Dallas CowboysDallas (11-5),21,3,0,7,31,31,Atlanta FalconsAtlanta (10-6),14,3,10,0,27,27,1991,17
Tampa Bay BuccaneersTampa Bay (3-13),0,7,7,3,17,17,Indianapolis ColtsIndianapolis (1-15),0,3,0,0,3,3,1991,17
Miami DolphinsMiami (8-8),0,7,3,10,0,20,New York JetsNY Jets (8-8),7,0,7,6,3,23,1991,17
Pittsburgh SteelersPittsburgh (7-9),3,0,7,7,17,17,Cleveland BrownsCleveland (6-10),0,3,0,7,10,10,1991,17
Cincinnati BengalsCincinnati (3-13),7,14,0,8,29,29,New England PatriotsNew England (6-10),7,0,0,0,7,7,1991,17
Philadelphia EaglesPhiladelphia (10-6),7,0,0,17,24,24,Washington RedskinsWashington (14-2),3,10,6,3,22,22,1991,17
Los Angeles RaidersLA Raiders (9-7),7,0,0,14,21,21,Kansas City ChiefsKansas City (10-6),7,10,0,10,27,27,1991,17
Phoenix CardinalsPhoenix (4-12),3,0,0,0,3,3,New Orleans SaintsNew Orleans (11-5),0,13,7,7,27,27,1991,17
San Diego ChargersSan Diego (4-12),0,7,0,7,14,14,Denver BroncosDenver (12-4),3,7,0,7,17,17,1991,17
Seattle SeahawksSeattle (7-9),0,7,16,0,23,23,Los Angeles RamsLA Rams (3-13),3,6,0,0,9,9,1991,17
San Francisco 49ersSan Francisco (10-6),7,17,0,28,52,52,Chicago BearsChicago (11-5),0,0,7,7,14,14,1991,17
Houston OilersHouston (0-1),14,10,0,0,24,24,Pittsburgh SteelersPittsburgh (1-0),7,9,6,7,29,29,1992,1
Atlanta FalconsAtlanta (1-0),17,3,0,0,20,20,New York JetsNY Jets (0-1),0,10,7,0,17,17,1992,1
Philadelphia EaglesPhiladelphia (1-0),6,3,0,6,15,15,New Orleans SaintsNew Orleans (0-1),3,3,0,7,13,13,1992,1
Green Bay PackersGreen Bay (0-1),7,3,0,10,0,20,Minnesota VikingsMinnesota (1-0),0,10,3,7,3,23,1992,1
Chicago BearsChicago (1-0),7,3,0,17,27,27,Detroit LionsDetroit (0-1),0,10,0,14,24,24,1992,1
Buffalo BillsBuffalo (1-0),14,13,7,6,40,40,Los Angeles RamsLA Rams (0-1),0,7,0,0,7,7,1992,1
Indianapolis ColtsIndianapolis (1-0),7,0,7,0,14,14,Cleveland BrownsCleveland (0-1),0,0,3,0,3,3,1992,1
Seattle SeahawksSeattle (0-1),3,0,0,0,3,3,Cincinnati BengalsCincinnati (1-0),0,7,0,14,21,21,1992,1
Tampa Bay BuccaneersTampa Bay (1-0),3,7,10,3,23,23,Phoenix CardinalsPhoenix (0-1),0,7,0,0,7,7,1992,1
San Diego ChargersSan Diego (0-1),3,0,0,7,10,10,Kansas City ChiefsKansas City (1-0),7,3,7,7,24,24,1992,1
New York GiantsNY Giants (0-1),0,7,7,0,14,14,San Francisco 49ersSan Francisco (1-0),7,10,7,7,31,31,1992,1
Denver BroncosDenver (1-0),7,0,3,7,17,17,Los Angeles RaidersLA Raiders (0-1),0,10,3,0,13,13,1992,1
Dallas CowboysDallas (1-0),9,7,7,0,23,23,Washington RedskinsWashington (0-1),0,7,0,3,10,10,1992,1
New Orleans SaintsNew Orleans (1-1),0,0,7,21,28,28,Chicago BearsChicago (1-1),0,6,0,0,6,6,1992,2
Detroit LionsDetroit (1-1),7,10,14,0,31,31,Minnesota VikingsMinnesota (1-1),0,3,0,14,17,17,1992,2
Kansas City ChiefsKansas City (2-0),7,6,7,6,26,26,Seattle SeahawksSeattle (0-2),0,7,0,0,7,7,1992,2
New York GiantsNY Giants (0-2),0,0,14,14,28,28,Dallas CowboysDallas (2-0),17,10,7,0,34,34,1992,2
Tampa Bay BuccaneersTampa Bay (2-0),14,3,7,7,31,31,Green Bay PackersGreen Bay (0-2),0,0,3,0,3,3,1992,2
Cincinnati BengalsCincinnati (2-0),7,7,7,0,3,24,Los Angeles RaidersLA Raiders (0-2),7,7,0,7,0,21,1992,2
Washington RedskinsWashington (1-1),0,21,3,0,24,24,Atlanta FalconsAtlanta (1-1),0,14,0,3,17,17,1992,2
Los Angeles RamsLA Rams (1-1),0,0,7,7,14,14,New England PatriotsNew England (0-1),0,0,0,0,0,0,1992,2
Denver BroncosDenver (2-0),7,0,14,0,21,21,San Diego ChargersSan Diego (0-2),0,10,3,0,13,13,1992,2
San Francisco 49ersSan Francisco (1-1),7,17,7,0,31,31,Buffalo BillsBuffalo (2-0),3,10,14,7,34,34,1992,2
Indianapolis ColtsIndianapolis (1-1),0,3,0,7,10,10,Houston OilersHouston (1-1),7,3,7,3,20,20,1992,2
Pittsburgh SteelersPittsburgh (2-0),0,10,0,17,27,27,New York JetsNY Jets (0-2),3,7,0,0,10,10,1992,2
Phoenix CardinalsPhoenix (0-2),0,14,0,0,14,14,Philadelphia EaglesPhiladelphia (2-0),3,14,7,7,31,31,1992,2
Cleveland BrownsCleveland (0-2),0,0,3,20,23,23,Miami DolphinsMiami (1-0),14,0,3,10,27,27,1992,2
Philadelphia EaglesPhiladelphia (3-0),3,14,10,3,30,30,Denver BroncosDenver (2-1),0,0,0,0,0,0,1992,3
Green Bay PackersGreen Bay (1-2),0,3,0,21,24,24,Cincinnati BengalsCincinnati (2-1),0,10,7,6,23,23,1992,3
New York JetsNY Jets (0-3),0,0,0,14,14,14,San Francisco 49ersSan Francisco (2-1),7,17,7,0,31,31,1992,3
Atlanta FalconsAtlanta (1-2),0,7,0,0,7,7,New Orleans SaintsNew Orleans (2-1),0,0,7,3,10,10,1992,3
Houston OilersHouston (2-1),3,3,0,14,3,23,Kansas City ChiefsKansas City (2-1),3,10,0,7,0,20,1992,3
New England PatriotsNew England (0-2),0,0,6,0,6,6,Seattle SeahawksSeattle (1-2),7,0,0,3,10,10,1992,3
Minnesota VikingsMinnesota (2-1),7,0,14,5,26,26,Tampa Bay BuccaneersTampa Bay (2-1),3,10,0,7,20,20,1992,3
Miami DolphinsMiami (2-0),17,0,3,6,26,26,Los Angeles RamsLA Rams (1-2),0,0,7,3,10,10,1992,3
Dallas CowboysDallas (3-0),14,7,7,3,31,31,Phoenix CardinalsPhoenix (0-3),7,3,3,7,20,20,1992,3
Washington RedskinsWashington (2-1),7,3,0,3,13,13,Detroit LionsDetroit (1-2),0,3,0,7,10,10,1992,3
Los Angeles RaidersLA Raiders (0-3),0,3,10,3,16,16,Cleveland BrownsCleveland (1-2),14,0,7,7,28,28,1992,3
San Diego ChargersSan Diego (0-3),3,3,0,0,6,6,Pittsburgh SteelersPittsburgh (3-0),0,7,0,16,23,23,1992,3
Buffalo BillsBuffalo (3-0),7,3,14,14,38,38,Indianapolis ColtsIndianapolis (1-2),0,0,0,0,0,0,1992,3
Chicago BearsChicago (1-2),7,7,0,0,14,14,New York GiantsNY Giants (1-2),7,7,10,3,27,27,1992,3
Chicago BearsChicago (2-2),17,14,7,3,41,41,Atlanta FalconsAtlanta (1-3),7,0,14,10,31,31,1992,4
New England PatriotsNew England (0-3),0,0,0,7,7,7,Buffalo BillsBuffalo (4-0),3,3,21,14,41,41,1992,4
Detroit LionsDetroit (1-3),0,3,13,7,23,23,Tampa Bay BuccaneersTampa Bay (3-1),3,7,0,17,27,27,1992,4
Houston OilersHouston (3-1),10,0,7,10,27,27,San Diego ChargersSan Diego (0-4),0,0,0,0,0,0,1992,4
Cleveland BrownsCleveland (1-3),0,0,0,0,0,0,Denver BroncosDenver (3-1),3,0,3,6,12,12,1992,4
Cincinnati BengalsCincinnati (2-2),0,0,0,7,7,7,Minnesota VikingsMinnesota (3-1),14,14,7,7,42,42,1992,4
Los Angeles RamsLA Rams (2-2),0,5,7,6,18,18,New York JetsNY Jets (0-4),3,7,0,0,10,10,1992,4
Green Bay PackersGreen Bay (2-2),0,10,0,7,17,17,Pittsburgh SteelersPittsburgh (3-1),3,0,0,0,3,3,1992,4
Seattle SeahawksSeattle (1-3),0,10,0,7,17,17,Miami DolphinsMiami (3-0),3,3,3,10,19,19,1992,4
New Orleans SaintsNew Orleans (2-2),7,3,0,0,10,10,San Francisco 49ersSan Francisco (3-1),7,3,0,6,16,16,1992,4
Kansas City ChiefsKansas City (3-1),0,10,0,17,27,27,Los Angeles RaidersLA Raiders (0-4),0,7,0,0,7,7,1992,4
Buffalo BillsBuffalo (4-1),3,7,0,0,10,10,Miami DolphinsMiami (4-0),3,14,17,3,37,37,1992,5
Detroit LionsDetroit (1-4),0,7,0,0,7,7,New Orleans SaintsNew Orleans (3-2),0,3,7,3,13,13,1992,5
Minnesota VikingsMinnesota (4-1),0,0,0,21,21,21,Chicago BearsChicago (2-3),3,10,7,0,20,20,1992,5
Atlanta FalconsAtlanta (2-3),14,0,3,7,24,24,Green Bay PackersGreen Bay (2-3),0,0,7,3,10,10,1992,5
Tampa Bay BuccaneersTampa Bay (3-2),7,7,0,0,14,14,Indianapolis ColtsIndianapolis (2-2),7,0,10,7,24,24,1992,5
Denver BroncosDenver (4-1),0,3,3,14,20,20,Kansas City ChiefsKansas City (3-2),0,10,3,6,19,19,1992,5
Los Angeles RaidersLA Raiders (1-4),0,0,10,3,13,13,New York GiantsNY Giants (1-3),0,10,0,0,10,10,1992,5
Phoenix CardinalsPhoenix (1-3),0,0,6,21,27,27,Washington RedskinsWashington (2-2),14,3,7,0,24,24,1992,5
San Francisco 49ersSan Francisco (4-1),7,3,0,17,27,27,Los Angeles RamsLA Rams (2-3),0,7,0,17,24,24,1992,5
San Diego ChargersSan Diego (1-4),10,7,0,0,17,17,Seattle SeahawksSeattle (1-4),0,3,3,0,6,6,1992,5
New York JetsNY Jets (1-4),3,14,0,13,30,30,New England PatriotsNew England (0-4),0,0,7,14,21,21,1992,5
Philadelphia EaglesPhiladelphia (4-0),10,0,7,14,31,31,Dallas CowboysDallas (3-1),7,0,0,0,7,7,1992,5
New England PatriotsNew England (0-5),0,3,9,0,12,12,San Francisco 49ersSan Francisco (5-1),0,10,0,14,24,24,1992,6
Kansas City ChiefsKansas City (4-2),7,7,7,3,24,24,Philadelphia EaglesPhiladelphia (4-1),0,3,0,14,17,17,1992,6
New York GiantsNY Giants (2-3),7,14,10,0,31,31,Phoenix CardinalsPhoenix (1-4),7,7,0,7,21,21,1992,6
Dallas CowboysDallas (4-1),7,13,7,0,27,27,Seattle SeahawksSeattle (1-5),0,0,0,0,0,0,1992,6
Cleveland BrownsCleveland (2-3),0,3,7,7,17,17,Pittsburgh SteelersPittsburgh (3-2),3,3,0,3,9,9,1992,6
Miami DolphinsMiami (5-0),7,0,7,7,21,21,Atlanta FalconsAtlanta (2-4),0,10,7,0,17,17,1992,6
Cincinnati BengalsCincinnati (2-3),0,10,7,7,24,24,Houston OilersHouston (4-1),10,14,14,0,38,38,1992,6
Los Angeles RaidersLA Raiders (2-4),7,10,3,0,20,20,Buffalo BillsBuffalo (4-2),0,3,0,0,3,3,1992,6
Indianapolis ColtsIndianapolis (3-2),0,3,0,0,3,6,New York JetsNY Jets (1-5),0,0,0,3,0,3,1992,6
New Orleans SaintsNew Orleans (4-2),7,3,0,3,13,13,Los Angeles RamsLA Rams (2-4),0,3,7,0,10,10,1992,6
Washington RedskinsWashington (3-2),17,7,7,3,34,34,Denver BroncosDenver (4-2),3,0,0,0,3,3,1992,6
Minnesota VikingsMinnesota (5-1),21,3,0,7,31,31,Detroit LionsDetroit (1-5),0,7,0,7,14,14,1992,7
Cleveland BrownsCleveland (3-3),3,0,7,7,17,17,Green Bay PackersGreen Bay (2-4),0,0,3,3,6,6,1992,7
Miami DolphinsMiami (6-0),0,17,21,0,38,38,New England PatriotsNew England (0-6),10,0,0,7,17,17,1992,7
Indianapolis ColtsIndianapolis (3-3),7,0,7,0,14,14,San Diego ChargersSan Diego (2-4),14,0,3,17,34,34,1992,7
Washington RedskinsWashington (4-2),7,3,3,3,16,16,Philadelphia EaglesPhiladelphia (4-2),0,3,0,9,12,12,1992,7
Dallas CowboysDallas (5-1),7,7,3,0,17,17,Kansas City ChiefsKansas City (4-3),3,7,0,0,10,10,1992,7
Chicago BearsChicago (3-3),7,7,7,10,31,31,Tampa Bay BuccaneersTampa Bay (3-3),0,7,0,7,14,14,1992,7
Seattle SeahawksSeattle (1-6),0,0,0,0,0,0,Los Angeles RaidersLA Raiders (3-4),0,12,0,7,19,19,1992,7
Denver BroncosDenver (5-2),0,10,7,10,27,27,Houston OilersHouston (4-2),7,0,7,7,21,21,1992,7
Los Angeles RamsLA Rams (3-4),7,7,10,14,38,38,New York GiantsNY Giants (2-4),0,10,0,7,17,17,1992,7
Phoenix CardinalsPhoenix (1-5),7,7,0,7,21,21,New Orleans SaintsNew Orleans (5-2),0,10,13,7,30,30,1992,7
San Francisco 49ersSan Francisco (6-1),21,21,14,0,56,56,Atlanta FalconsAtlanta (2-5),7,3,0,7,17,17,1992,7
Pittsburgh SteelersPittsburgh (4-2),3,7,0,10,20,20,Cincinnati BengalsCincinnati (2-4),0,0,0,0,0,0,1992,7
New York GiantsNY Giants (3-4),0,6,14,3,23,23,Seattle SeahawksSeattle (1-7),0,3,7,0,10,10,1992,8
Green Bay PackersGreen Bay (2-5),0,10,0,0,10,10,Chicago BearsChicago (4-3),3,17,3,7,30,30,1992,8
Minnesota VikingsMinnesota (5-2),0,0,3,10,13,13,Washington RedskinsWashington (5-2),3,9,0,3,15,15,1992,8
Houston OilersHouston (5-2),7,3,7,9,26,26,Cincinnati BengalsCincinnati (2-5),0,10,0,0,10,10,1992,8
Tampa Bay BuccaneersTampa Bay (3-4),0,7,0,0,7,7,Detroit LionsDetroit (2-5),14,10,7,7,38,38,1992,8
Philadelphia EaglesPhiladelphia (5-2),0,7,0,0,7,7,Phoenix CardinalsPhoenix (1-6),0,0,0,3,3,3,1992,8
Miami DolphinsMiami (6-1),0,7,7,6,20,20,Indianapolis ColtsIndianapolis (4-3),0,7,7,17,31,31,1992,8
Los Angeles RaidersLA Raiders (3-5),6,0,7,0,13,13,Dallas CowboysDallas (6-1),7,0,7,14,28,28,1992,8
San Diego ChargersSan Diego (3-4),7,0,14,3,24,24,Denver BroncosDenver (5-3),0,7,0,14,21,21,1992,8
New England PatriotsNew England (0-7),0,7,10,0,17,17,Cleveland BrownsCleveland (4-3),6,3,0,10,19,19,1992,8
Kansas City ChiefsKansas City (4-4),0,3,0,0,3,3,Pittsburgh SteelersPittsburgh (5-2),7,6,7,7,27,27,1992,8
New York JetsNY Jets (1-6),3,3,7,7,20,20,Buffalo BillsBuffalo (5-2),0,14,3,7,24,24,1992,8
New York JetsNY Jets (2-6),9,14,0,3,26,26,Miami DolphinsMiami (6-2),0,0,7,7,14,14,1992,9
New Orleans SaintsNew Orleans (6-2),7,3,10,3,23,23,Tampa Bay BuccaneersTampa Bay (3-5),0,7,7,7,21,21,1992,9
Atlanta FalconsAtlanta (3-5),14,6,3,7,30,30,Los Angeles RamsLA Rams (3-5),0,14,14,0,28,28,1992,9
Detroit LionsDetroit (2-6),3,0,10,0,13,13,Green Bay PackersGreen Bay (3-5),7,10,3,7,27,27,1992,9
Buffalo BillsBuffalo (6-2),0,0,9,7,16,16,New England PatriotsNew England (0-8),0,7,0,0,7,7,1992,9
Pittsburgh SteelersPittsburgh (6-2),0,7,0,14,21,21,Houston OilersHouston (5-3),3,3,14,0,20,20,1992,9
Cincinnati BengalsCincinnati (3-5),7,7,10,6,30,30,Cleveland BrownsCleveland (4-4),3,0,0,7,10,10,1992,9
Phoenix CardinalsPhoenix (2-6),0,10,14,0,24,24,San Francisco 49ersSan Francisco (6-2),0,0,7,7,14,14,1992,9
Dallas CowboysDallas (7-1),0,3,7,10,20,20,Philadelphia EaglesPhiladelphia (5-3),0,0,10,0,10,10,1992,9
San Diego ChargersSan Diego (4-4),0,5,14,7,26,26,Indianapolis ColtsIndianapolis (4-4),0,0,0,0,0,0,1992,9
Washington RedskinsWashington (5-3),7,0,0,0,7,7,New York GiantsNY Giants (4-4),7,14,0,3,24,24,1992,9
Chicago BearsChicago (4-4),0,3,0,7,10,10,Minnesota VikingsMinnesota (6-2),7,7,10,14,38,38,1992,9
