home_team,home_q1,home_q2,home_q3,home_q4,home_q5,home_final,away_team,away_q1,away_q2,away_q3,away_q4,away_q5,away_final,season,week
Atlanta FalconsAtlanta (6-6),7,0,14,10,31,31,Minnesota VikingsMinnesota (7-5),7,14,0,9,30,30,1981,12
Detroit LionsDetroit (7-6),7,10,3,7,27,27,Kansas City ChiefsKansas City (8-5),7,0,3,0,10,10,1981,13
Dallas CowboysDallas (10-3),3,0,0,7,10,10,Chicago BearsChicago (3-10),0,3,0,6,9,9,1981,13
New York JetsNY Jets (8-4-1),7,6,9,3,25,25,Baltimore ColtsBaltimore (1-12),0,0,0,0,0,0,1981,13
Cleveland BrownsCleveland (5-8),0,7,0,14,21,21,Cincinnati BengalsCincinnati (10-3),14,14,0,13,41,41,1981,13
Minnesota VikingsMinnesota (7-6),14,0,6,3,23,23,Green Bay PackersGreen Bay (6-7),0,14,14,7,35,35,1981,13
Pittsburgh SteelersPittsburgh (8-5),7,14,3,0,24,24,Los Angeles RamsLos Angeles (5-8),0,0,0,0,0,0,1981,13
New England PatriotsNew England (2-11),7,0,6,7,20,20,St. Louis CardinalsSt. Louis (6-7),3,3,7,14,27,27,1981,13
New Orleans SaintsNew Orleans (4-9),7,7,0,0,14,14,Tampa Bay BuccaneersTampa Bay (7-6),0,10,7,14,31,31,1981,13
Buffalo BillsBuffalo (8-5),7,7,7,0,21,21,Washington RedskinsWashington (5-8),0,14,0,0,14,14,1981,13
Houston OilersHouston (5-8),0,13,0,14,27,27,Atlanta FalconsAtlanta (7-6),10,14,7,0,31,31,1981,13
San Diego ChargersSan Diego (8-5),14,13,7,0,34,34,Denver BroncosDenver (8-5),0,10,0,7,17,17,1981,13
San Francisco 49ersSan Francisco (10-3),7,7,0,3,17,17,New York GiantsNY Giants (6-7),0,3,0,7,10,10,1981,13
Seattle SeahawksSeattle (4-9),0,10,14,7,31,31,Oakland RaidersOakland (6-7),0,3,8,21,32,32,1981,13
Miami DolphinsMiami (8-4-1),0,3,0,10,13,13,Philadelphia EaglesPhiladelphia (9-4),7,0,3,0,10,10,1981,13
Houston OilersHouston (6-8),3,0,14,0,17,17,Cleveland BrownsCleveland (5-9),3,3,0,7,13,13,1981,14
Green Bay PackersGreen Bay (7-7),0,14,7,10,31,31,Detroit LionsDetroit (7-7),3,7,7,0,17,17,1981,14
New York GiantsNY Giants (7-7),0,0,7,3,10,10,Los Angeles RamsLos Angeles (5-9),7,0,0,0,7,7,1981,14
Chicago BearsChicago (4-10),0,3,0,7,10,10,Minnesota VikingsMinnesota (7-7),0,0,0,9,9,9,1981,14
Miami DolphinsMiami (9-4-1),0,14,7,3,24,24,New England PatriotsNew England (2-12),7,0,7,0,14,14,1981,14
St. Louis CardinalsSt. Louis (7-7),7,10,0,13,30,30,New Orleans SaintsNew Orleans (4-10),3,0,0,0,3,3,1981,14
Washington RedskinsWashington (6-8),6,0,0,9,15,15,Philadelphia EaglesPhiladelphia (9-5),0,13,0,0,13,13,1981,14
Cincinnati BengalsCincinnati (10-4),0,3,0,0,3,3,San Francisco 49ersSan Francisco (11-3),7,7,0,7,21,21,1981,14
Baltimore ColtsBaltimore (1-13),6,0,7,0,13,13,Dallas CowboysDallas (11-3),17,10,0,10,37,37,1981,14
Tampa Bay BuccaneersTampa Bay (8-6),7,7,3,7,24,24,Atlanta FalconsAtlanta (7-7),3,6,7,7,23,23,1981,14
San Diego ChargersSan Diego (8-6),7,14,3,3,27,27,Buffalo BillsBuffalo (9-5),7,7,14,0,28,28,1981,14
Denver BroncosDenver (9-5),7,9,0,0,16,16,Kansas City ChiefsKansas City (8-6),0,6,7,0,13,13,1981,14
Seattle SeahawksSeattle (5-9),6,7,7,7,27,27,New York JetsNY Jets (8-5-1),0,9,7,7,23,23,1981,14
Oakland RaidersOakland (7-7),0,7,7,16,30,30,Pittsburgh SteelersPittsburgh (8-6),7,7,6,7,27,27,1981,14
Cleveland BrownsCleveland (5-10),0,3,7,3,13,13,New York JetsNY Jets (9-5-1),0,14,0,0,14,14,1981,15
Detroit LionsDetroit (8-7),14,17,7,7,45,45,Minnesota VikingsMinnesota (7-8),0,7,0,0,7,7,1981,15
Washington RedskinsWashington (7-8),7,21,10,0,38,38,Baltimore ColtsBaltimore (1-14),7,0,7,0,14,14,1981,15
New England PatriotsNew England (2-13),0,7,0,3,10,10,Buffalo BillsBuffalo (10-5),14,3,2,0,19,19,1981,15
Pittsburgh SteelersPittsburgh (8-7),0,3,0,7,10,10,Cincinnati BengalsCincinnati (11-4),0,10,7,0,17,17,1981,15
New Orleans SaintsNew Orleans (4-11),0,0,7,0,7,7,Green Bay PackersGreen Bay (8-7),14,7,7,7,35,35,1981,15
Kansas City ChiefsKansas City (8-7),0,7,0,0,7,7,Miami DolphinsMiami (10-4-1),7,3,0,7,17,17,1981,15
St. Louis CardinalsSt. Louis (7-8),3,0,0,7,10,10,New York GiantsNY Giants (8-7),7,3,7,3,20,20,1981,15
Tampa Bay BuccaneersTampa Bay (8-7),7,0,3,13,23,23,San Diego ChargersSan Diego (9-6),7,7,0,10,24,24,1981,15
Oakland RaidersOakland (7-8),6,0,0,0,6,6,Chicago BearsChicago (5-10),7,0,14,2,23,23,1981,15
San Francisco 49ersSan Francisco (12-3),0,0,21,7,28,28,Houston OilersHouston (6-9),0,0,0,6,6,6,1981,15
Dallas CowboysDallas (12-3),0,7,7,7,21,21,Philadelphia EaglesPhiladelphia (9-6),3,7,0,0,10,10,1981,15
Denver BroncosDenver (10-5),7,3,6,7,23,23,Seattle SeahawksSeattle (5-10),0,3,3,7,13,13,1981,15
Los Angeles RamsLos Angeles (6-9),0,14,0,7,21,21,Atlanta FalconsAtlanta (7-8),7,3,3,3,16,16,1981,15
New York GiantsNY Giants (9-7),0,0,7,3,3,13,Dallas CowboysDallas (12-4),0,0,0,10,0,10,1981,16
Miami DolphinsMiami (11-4-1),7,3,3,3,16,16,Buffalo BillsBuffalo (10-6),0,3,0,3,6,6,1981,16
Atlanta FalconsAtlanta (7-9),0,21,0,7,28,28,Cincinnati BengalsCincinnati (12-4),10,17,0,3,30,30,1981,16
Chicago BearsChicago (6-10),0,14,14,7,35,35,Denver BroncosDenver (10-6),3,0,14,7,24,24,1981,16
New York JetsNY Jets (10-5-1),7,14,0,7,28,28,Green Bay PackersGreen Bay (8-8),0,3,0,0,3,3,1981,16
Minnesota VikingsMinnesota (7-9),3,0,3,0,6,6,Kansas City ChiefsKansas City (9-7),3,0,7,0,10,10,1981,16
Philadelphia EaglesPhiladelphia (10-6),7,21,10,0,38,38,St. Louis CardinalsSt. Louis (7-9),0,0,0,0,0,0,1981,16
New Orleans SaintsNew Orleans (4-12),14,0,3,0,17,17,San Francisco 49ersSan Francisco (13-3),7,7,0,7,21,21,1981,16
Detroit LionsDetroit (8-8),0,7,3,7,17,17,Tampa Bay BuccaneersTampa Bay (9-7),3,7,0,10,20,20,1981,16
Baltimore ColtsBaltimore (2-14),10,7,6,0,23,23,New England PatriotsNew England (2-14),7,7,0,7,21,21,1981,16
Seattle SeahawksSeattle (6-10),14,14,14,0,42,42,Cleveland BrownsCleveland (5-11),0,7,7,7,21,21,1981,16
Houston OilersHouston (7-9),7,7,0,7,21,21,Pittsburgh SteelersPittsburgh (8-8),3,3,14,0,20,20,1981,16
Los Angeles RamsLos Angeles (6-10),0,7,0,0,7,7,Washington RedskinsWashington (8-8),6,10,14,0,30,30,1981,16
San Diego ChargersSan Diego (10-6),7,10,3,3,23,23,Oakland RaidersOakland (7-9),0,3,7,0,10,10,1981,16
Green Bay PackersGreen Bay (1-0),0,0,14,21,35,35,Los Angeles RamsLA Rams (0-1),10,13,0,0,23,23,1982,1
Buffalo BillsBuffalo (1-0),7,7,0,0,14,14,Kansas City ChiefsKansas City (0-1),3,3,0,3,9,9,1982,1
Philadelphia EaglesPhiladelphia (0-1),10,3,14,7,0,34,Washington RedskinsWashington (1-0),0,14,0,20,3,37,1982,1
Minnesota VikingsMinnesota (1-0),0,7,7,3,17,17,Tampa Bay BuccaneersTampa Bay (0-1),3,0,0,7,10,10,1982,1
Cincinnati BengalsCincinnati (1-0),7,3,14,3,27,27,Houston OilersHouston (0-1),0,0,0,6,6,6,1982,1
Detroit LionsDetroit (1-0),7,3,0,7,17,17,Chicago BearsChicago (0-1),0,7,0,3,10,10,1982,1
New York GiantsNY Giants (0-1),0,7,7,0,14,14,Atlanta FalconsAtlanta (1-0),0,7,0,9,16,16,1982,1
New Orleans SaintsNew Orleans (0-1),0,0,0,7,7,7,St. Louis CardinalsSt. Louis (1-0),7,0,7,7,21,21,1982,1
Baltimore ColtsBaltimore (0-1),3,7,3,0,13,13,New England PatriotsNew England (1-0),3,7,7,7,24,24,1982,1
Denver BroncosDenver (0-1),0,3,0,0,3,3,San Diego ChargersSan Diego (1-0),3,3,10,7,23,23,1982,1
New York JetsNY Jets (0-1),7,7,0,14,28,28,Miami DolphinsMiami (1-0),14,10,21,0,45,45,1982,1
San Francisco 49ersSan Francisco (0-1),0,14,3,0,17,17,Los Angeles RaidersLA Raiders (1-0),3,10,0,10,23,23,1982,1
Seattle SeahawksSeattle (0-1),0,0,7,0,7,7,Cleveland BrownsCleveland (1-0),7,14,0,0,21,21,1982,1
Dallas CowboysDallas (0-1),7,7,0,14,28,28,Pittsburgh SteelersPittsburgh (1-0),6,7,17,6,36,36,1982,1
Buffalo BillsBuffalo (2-0),0,7,6,10,23,23,Minnesota VikingsMinnesota (1-1),2,17,3,0,22,22,1982,2
Atlanta FalconsAtlanta (1-1),7,0,7,0,14,14,Los Angeles RaidersLA Raiders (2-0),7,17,7,7,38,38,1982,2
New England PatriotsNew England (1-1),0,0,7,0,7,7,New York JetsNY Jets (1-1),0,10,7,14,31,31,1982,2
Cleveland BrownsCleveland (1-1),7,0,0,14,21,21,Philadelphia EaglesPhiladelphia (1-1),0,3,0,21,24,24,1982,2
St. Louis CardinalsSt. Louis (1-1),0,7,0,0,7,7,Dallas CowboysDallas (1-1),0,7,7,10,24,24,1982,2
Chicago BearsChicago (0-2),0,0,0,0,0,0,New Orleans SaintsNew Orleans (1-1),7,0,3,0,10,10,1982,2
Pittsburgh SteelersPittsburgh (2-0),7,3,7,3,6,26,Cincinnati BengalsCincinnati (1-1),0,3,7,10,0,20,1982,2
Kansas City ChiefsKansas City (1-1),7,9,3,0,19,19,San Diego ChargersSan Diego (1-1),0,0,9,3,12,12,1982,2
Tampa Bay BuccaneersTampa Bay (0-2),0,6,0,7,13,13,Washington RedskinsWashington (2-0),9,9,0,3,21,21,1982,2
Houston OilersHouston (1-1),0,7,10,6,23,23,Seattle SeahawksSeattle (0-2),0,7,0,14,21,21,1982,2
Los Angeles RamsLA Rams (0-2),0,0,0,14,14,14,Detroit LionsDetroit (2-0),0,9,7,3,19,19,1982,2
Miami DolphinsMiami (2-0),14,0,10,0,24,24,Baltimore ColtsBaltimore (0-2),0,17,0,3,20,20,1982,2
Denver BroncosDenver (1-1),7,7,0,10,24,24,San Francisco 49ersSan Francisco (0-2),14,7,0,0,21,21,1982,2
New York GiantsNY Giants (0-2),9,3,7,0,19,19,Green Bay PackersGreen Bay (2-0),0,7,7,13,27,27,1982,2
Dallas CowboysDallas (2-1),0,7,7,0,14,14,Tampa Bay BuccaneersTampa Bay (0-3),3,3,3,0,9,9,1982,3
Cleveland BrownsCleveland (2-1),0,0,0,10,10,10,New England PatriotsNew England (1-2),0,0,0,7,7,7,1982,3
Buffalo BillsBuffalo (2-1),0,7,0,0,7,7,Miami DolphinsMiami (3-0),0,6,0,3,9,9,1982,3
New York JetsNY Jets (2-1),10,17,7,3,37,37,Baltimore ColtsBaltimore (0-3),0,0,0,0,0,0,1982,3
Houston OilersHouston (1-2),0,3,7,0,10,10,Pittsburgh SteelersPittsburgh (3-0),3,7,7,7,24,24,1982,3
Green Bay PackersGreen Bay (3-0),0,13,13,0,26,26,Minnesota VikingsMinnesota (1-2),0,7,0,0,7,7,1982,3
Chicago BearsChicago (1-2),3,7,7,3,20,20,Detroit LionsDetroit (2-1),14,0,3,0,17,17,1982,3
Philadelphia EaglesPhiladelphia (1-2),0,0,0,14,14,14,Cincinnati BengalsCincinnati (2-1),3,8,7,0,18,18,1982,3
New Orleans SaintsNew Orleans (2-1),10,0,7,10,27,27,Kansas City ChiefsKansas City (1-2),0,7,0,10,17,17,1982,3
Atlanta FalconsAtlanta (2-1),0,17,3,14,34,34,Los Angeles RamsLA Rams (0-3),14,0,3,0,17,17,1982,3
St. Louis CardinalsSt. Louis (1-2),0,7,6,7,20,20,San Francisco 49ersSan Francisco (1-2),3,7,7,14,31,31,1982,3
New York GiantsNY Giants (0-3),0,3,7,7,17,17,Washington RedskinsWashington (3-0),7,14,3,3,27,27,1982,3
Denver BroncosDenver (1-2),0,7,3,0,10,10,Seattle SeahawksSeattle (1-2),0,0,7,10,17,17,1982,3
Los Angeles RaidersLA Raiders (3-0),0,7,14,7,28,28,San Diego ChargersSan Diego (1-2),10,14,0,0,24,24,1982,3
Detroit LionsDetroit (2-2),3,3,0,0,6,6,New York GiantsNY Giants (1-3),0,0,6,7,13,13,1982,4
Dallas CowboysDallas (3-1),0,17,14,0,31,31,Cleveland BrownsCleveland (2-2),0,0,0,14,14,14,1982,4
New England PatriotsNew England (2-2),14,6,0,9,29,29,Houston OilersHouston (1-3),7,0,0,14,21,21,1982,4
Minnesota VikingsMinnesota (2-2),0,14,7,14,35,35,Chicago BearsChicago (1-3),0,7,0,0,7,7,1982,4
Washington RedskinsWashington (4-0),3,7,3,0,13,13,Philadelphia EaglesPhiladelphia (1-3),0,0,9,0,9,9,1982,4
Atlanta FalconsAtlanta (2-2),3,3,7,7,20,20,St. Louis CardinalsSt. Louis (2-2),7,7,3,6,23,23,1982,4
Cincinnati BengalsCincinnati (3-1),14,7,7,3,31,31,Los Angeles RaidersLA Raiders (3-1),0,10,7,0,17,17,1982,4
Buffalo BillsBuffalo (3-1),3,14,0,3,20,20,Baltimore ColtsBaltimore (0-4),0,0,0,0,0,0,1982,4
New York JetsNY Jets (3-1),6,0,9,0,15,15,Green Bay PackersGreen Bay (3-1),6,7,0,0,13,13,1982,4
San Francisco 49ersSan Francisco (1-3),0,6,0,14,20,20,New Orleans SaintsNew Orleans (3-1),7,6,10,0,23,23,1982,4
Seattle SeahawksSeattle (2-2),3,6,7,0,16,16,Pittsburgh SteelersPittsburgh (3-1),0,0,0,0,0,0,1982,4
San Diego ChargersSan Diego (2-2),0,17,3,10,30,30,Denver BroncosDenver (1-3),3,7,7,3,20,20,1982,4
Los Angeles RamsLA Rams (1-3),0,14,6,0,20,20,Kansas City ChiefsKansas City (1-3),7,0,0,7,14,14,1982,4
Tampa Bay BuccaneersTampa Bay (1-3),3,3,10,7,23,23,Miami DolphinsMiami (3-1),0,3,0,14,17,17,1982,4
Los Angeles RamsLA Rams (1-4),10,0,7,7,24,24,San Francisco 49ersSan Francisco (2-3),3,17,0,10,30,30,1982,5
Cleveland BrownsCleveland (2-3),3,0,10,0,13,13,San Diego ChargersSan Diego (3-2),14,13,0,3,30,30,1982,5
Pittsburgh SteelersPittsburgh (4-1),14,14,0,7,35,35,Kansas City ChiefsKansas City (1-4),0,7,0,7,14,14,1982,5
Philadelphia EaglesPhiladelphia (1-4),7,0,6,7,20,20,St. Louis CardinalsSt. Louis (3-2),10,13,0,0,23,23,1982,5
Green Bay PackersGreen Bay (4-1),6,7,7,13,33,33,Buffalo BillsBuffalo (3-2),0,7,0,14,21,21,1982,5
Miami DolphinsMiami (4-1),6,3,3,10,22,22,Minnesota VikingsMinnesota (2-3),0,7,0,7,14,14,1982,5
Chicago BearsChicago (2-3),14,9,0,3,26,26,New England PatriotsNew England (2-3),0,6,7,0,13,13,1982,5
New Orleans SaintsNew Orleans (3-2),7,0,3,0,10,10,Tampa Bay BuccaneersTampa Bay (2-3),0,3,10,0,13,13,1982,5
New York GiantsNY Giants (2-3),3,0,0,14,17,17,Houston OilersHouston (1-4),0,7,0,7,14,14,1982,5
Baltimore ColtsBaltimore (0-5),7,3,0,7,17,17,Cincinnati BengalsCincinnati (4-1),0,6,7,7,20,20,1982,5
Los Angeles RaidersLA Raiders (4-1),7,21,0,0,28,28,Seattle SeahawksSeattle (2-3),0,7,0,16,23,23,1982,5
Denver BroncosDenver (1-4),14,3,3,7,27,27,Atlanta FalconsAtlanta (3-2),7,7,10,10,34,34,1982,5
Washington RedskinsWashington (4-1),0,0,0,10,10,10,Dallas CowboysDallas (4-1),0,7,10,7,24,24,1982,5
Detroit LionsDetroit (2-3),3,0,7,3,13,13,New York JetsNY Jets (4-1),7,14,0,7,28,28,1982,5
New York GiantsNY Giants (3-3),3,14,3,3,23,23,Philadelphia EaglesPhiladelphia (1-5),7,0,0,0,7,7,1982,6
San Francisco 49ersSan Francisco (2-4),7,10,7,13,37,37,San Diego ChargersSan Diego (4-2),7,17,7,10,41,41,1982,6
Buffalo BillsBuffalo (4-2),0,10,3,0,13,13,Pittsburgh SteelersPittsburgh (4-2),0,0,0,0,0,0,1982,6
New England PatriotsNew England (3-3),0,0,0,3,3,3,Miami DolphinsMiami (4-2),0,0,0,0,0,0,1982,6
St. Louis CardinalsSt. Louis (3-3),0,0,0,7,7,7,Washington RedskinsWashington (5-1),3,3,3,3,12,12,1982,6
New York JetsNY Jets (5-1),14,0,9,9,32,32,Tampa Bay BuccaneersTampa Bay (2-4),0,3,7,7,17,17,1982,6
Green Bay PackersGreen Bay (4-2),0,0,3,7,10,10,Detroit LionsDetroit (3-3),17,6,7,0,30,30,1982,6
Minnesota VikingsMinnesota (3-3),7,0,3,3,13,13,Baltimore ColtsBaltimore (0-6),0,3,7,0,10,10,1982,6
Cincinnati BengalsCincinnati (5-1),0,14,3,6,23,23,Cleveland BrownsCleveland (2-4),0,3,7,0,10,10,1982,6
Seattle SeahawksSeattle (3-3),3,14,0,3,20,20,Chicago BearsChicago (2-4),7,0,0,7,14,14,1982,6
Atlanta FalconsAtlanta (4-2),0,14,14,7,35,35,New Orleans SaintsNew Orleans (3-3),0,0,0,0,0,0,1982,6
Kansas City ChiefsKansas City (1-5),3,3,3,7,16,16,Los Angeles RaidersLA Raiders (5-1),0,7,0,14,21,21,1982,6
Los Angeles RamsLA Rams (1-5),7,14,0,3,24,24,Denver BroncosDenver (2-4),0,14,3,10,27,27,1982,6
Houston OilersHouston (1-5),7,0,0,0,7,7,Dallas CowboysDallas (5-1),0,17,10,10,37,37,1982,6
Miami DolphinsMiami (5-2),10,7,0,3,20,20,New York JetsNY Jets (5-2),6,10,0,3,19,19,1982,7
Los Angeles RaidersLA Raiders (6-1),0,7,7,23,37,37,Los Angeles RamsLA Rams (1-6),14,7,0,10,31,31,1982,7
Cleveland BrownsCleveland (3-4),3,0,7,0,10,10,Pittsburgh SteelersPittsburgh (4-3),0,7,0,2,9,9,1982,7
Chicago BearsChicago (2-5),0,0,0,7,7,7,St. Louis CardinalsSt. Louis (4-3),0,7,0,3,10,10,1982,7
Tampa Bay BuccaneersTampa Bay (3-4),0,10,7,7,24,24,Buffalo BillsBuffalo (4-3),6,3,7,7,23,23,1982,7
Philadelphia EaglesPhiladelphia (2-5),7,14,7,7,35,35,Houston OilersHouston (1-6),0,0,7,7,14,14,1982,7
Detroit LionsDetroit (3-4),7,0,3,21,31,31,Minnesota VikingsMinnesota (4-3),7,17,0,10,34,34,1982,7
Washington RedskinsWashington (6-1),0,3,6,6,15,15,New York GiantsNY Giants (3-4),7,7,0,0,14,14,1982,7
Baltimore ColtsBaltimore (0-6-1),3,0,3,14,0,20,Green Bay PackersGreen Bay (4-2-1),0,10,3,7,0,20,1982,7
Seattle SeahawksSeattle (3-4),0,0,0,0,0,0,New England PatriotsNew England (4-3),3,7,3,3,16,16,1982,7
Denver BroncosDenver (2-5),0,13,3,0,16,16,Kansas City ChiefsKansas City (2-5),3,7,10,17,37,37,1982,7
Dallas CowboysDallas (6-1),0,21,0,0,21,21,New Orleans SaintsNew Orleans (3-4),0,0,0,7,7,7,1982,7
San Francisco 49ersSan Francisco (2-5),0,7,0,0,7,7,Atlanta FalconsAtlanta (5-2),0,10,0,7,17,17,1982,7
San Diego ChargersSan Diego (5-2),7,10,23,10,50,50,Cincinnati BengalsCincinnati (5-2),10,14,10,0,34,34,1982,7
Kansas City ChiefsKansas City (2-6),3,7,0,3,13,13,San Francisco 49ersSan Francisco (3-5),3,0,6,17,26,26,1982,8
Minnesota VikingsMinnesota (4-4),0,7,0,7,14,14,New York JetsNY Jets (6-2),7,14,7,14,42,42,1982,8
Tampa Bay BuccaneersTampa Bay (4-4),0,6,7,10,23,23,Detroit LionsDetroit (3-5),7,7,7,0,21,21,1982,8
Pittsburgh SteelersPittsburgh (5-3),10,10,0,17,37,37,New England PatriotsNew England (4-4),0,0,7,7,14,14,1982,8
Atlanta FalconsAtlanta (5-3),0,7,0,0,7,7,Green Bay PackersGreen Bay (5-2-1),7,14,7,10,38,38,1982,8
St. Louis CardinalsSt. Louis (5-3),7,7,3,7,24,24,New York GiantsNY Giants (3-5),0,7,0,14,21,21,1982,8
New Orleans SaintsNew Orleans (3-5),0,7,3,0,10,10,Washington RedskinsWashington (7-1),7,10,0,10,27,27,1982,8
Houston OilersHouston (1-7),7,0,7,0,14,14,Cleveland BrownsCleveland (4-4),0,10,0,10,20,20,1982,8
Cincinnati BengalsCincinnati (6-2),0,14,0,10,24,24,Seattle SeahawksSeattle (3-5),0,3,7,0,10,10,1982,8
Los Angeles RamsLA Rams (1-7),6,10,3,7,26,26,Chicago BearsChicago (3-5),17,3,7,7,34,34,1982,8
Dallas CowboysDallas (6-2),7,10,0,3,20,20,Philadelphia EaglesPhiladelphia (3-5),7,7,0,10,24,24,1982,8
Los Angeles RaidersLA Raiders (7-1),3,24,0,0,27,27,Denver BroncosDenver (2-6),0,0,0,10,10,10,1982,8
San Diego ChargersSan Diego (6-2),7,16,14,7,44,44,Baltimore ColtsBaltimore (0-7-1),0,3,10,13,26,26,1982,8
Miami DolphinsMiami (6-2),0,7,13,7,27,27,Buffalo BillsBuffalo (4-4),10,0,0,0,10,10,1982,8
New Orleans SaintsNew Orleans (4-5),0,14,0,21,35,35,Atlanta FalconsAtlanta (5-4),0,3,3,0,6,6,1982,9
Washington RedskinsWashington (8-1),7,7,7,7,28,28,St. Louis CardinalsSt. Louis (5-4),0,0,0,0,0,0,1982,9
Tampa Bay BuccaneersTampa Bay (5-4),0,6,7,10,3,26,Chicago BearsChicago (3-6),3,17,3,0,0,23,1982,9
New England PatriotsNew England (5-4),3,7,6,14,30,30,Buffalo BillsBuffalo (4-5),0,13,3,3,19,19,1982,9
Pittsburgh SteelersPittsburgh (6-3),7,6,7,17,37,37,Cleveland BrownsCleveland (4-5),0,7,0,14,21,21,1982,9
Detroit LionsDetroit (4-5),14,3,3,7,27,27,Green Bay PackersGreen Bay (5-3-1),7,7,10,0,24,24,1982,9
Philadelphia EaglesPhiladelphia (3-6),7,7,0,10,24,24,New York GiantsNY Giants (4-5),3,10,10,3,26,26,1982,9
Houston OilersHouston (1-8),3,10,0,14,27,27,Cincinnati BengalsCincinnati (7-2),14,7,7,7,35,35,1982,9
Baltimore ColtsBaltimore (0-8-1),0,7,0,0,7,7,Miami DolphinsMiami (7-2),10,7,17,0,34,34,1982,9
Seattle SeahawksSeattle (4-5),3,0,0,10,13,13,Denver BroncosDenver (2-7),2,0,7,2,11,11,1982,9
Kansas City ChiefsKansas City (3-6),7,20,0,10,37,37,New York JetsNY Jets (6-3),6,0,0,7,13,13,1982,9
San Diego ChargersSan Diego (6-3),3,0,17,14,34,34,Los Angeles RaidersLA Raiders (8-1),0,10,10,21,41,41,1982,9
San Francisco 49ersSan Francisco (3-6),7,13,0,0,20,20,Los Angeles RamsLA Rams (2-7),7,0,7,7,21,21,1982,9
Minnesota VikingsMinnesota (5-4),0,10,7,14,31,31,Dallas CowboysDallas (6-3),3,7,3,14,27,27,1982,9
Green Bay PackersGreen Bay (1-0),0,0,14,21,35,35,Los Angeles RamsLA Rams (0-1),10,13,0,0,23,23,1982,1
Buffalo BillsBuffalo (1-0),7,7,0,0,14,14,Kansas City ChiefsKansas City (0-1),3,3,0,3,9,9,1982,1
Philadelphia EaglesPhiladelphia (0-1),10,3,14,7,0,34,Washington RedskinsWashington (1-0),0,14,0,20,3,37,1982,1
Minnesota VikingsMinnesota (1-0),0,7,7,3,17,17,Tampa Bay BuccaneersTampa Bay (0-1),3,0,0,7,10,10,1982,1
Cincinnati BengalsCincinnati (1-0),7,3,14,3,27,27,Houston OilersHouston (0-1),0,0,0,6,6,6,1982,1
Detroit LionsDetroit (1-0),7,3,0,7,17,17,Chicago BearsChicago (0-1),0,7,0,3,10,10,1982,1
New York GiantsNY Giants (0-1),0,7,7,0,14,14,Atlanta FalconsAtlanta (1-0),0,7,0,9,16,16,1982,1
New Orleans SaintsNew Orleans (0-1),0,0,0,7,7,7,St. Louis CardinalsSt. Louis (1-0),7,0,7,7,21,21,1982,1
Baltimore ColtsBaltimore (0-1),3,7,3,0,13,13,New England PatriotsNew England (1-0),3,7,7,7,24,24,1982,1
Denver BroncosDenver (0-1),0,3,0,0,3,3,San Diego ChargersSan Diego (1-0),3,3,10,7,23,23,1982,1
New York JetsNY Jets (0-1),7,7,0,14,28,28,Miami DolphinsMiami (1-0),14,10,21,0,45,45,1982,1
San Francisco 49ersSan Francisco (0-1),0,14,3,0,17,17,Los Angeles RaidersLA Raiders (1-0),3,10,0,10,23,23,1982,1
Seattle SeahawksSeattle (0-1),0,0,7,0,7,7,Cleveland BrownsCleveland (1-0),7,14,0,0,21,21,1982,1
Dallas CowboysDallas (0-1),7,7,0,14,28,28,Pittsburgh SteelersPittsburgh (1-0),6,7,17,6,36,36,1982,1
Buffalo BillsBuffalo (2-0),0,7,6,10,23,23,Minnesota VikingsMinnesota (1-1),2,17,3,0,22,22,1982,2
Atlanta FalconsAtlanta (1-1),7,0,7,0,14,14,Los Angeles RaidersLA Raiders (2-0),7,17,7,7,38,38,1982,2
New England PatriotsNew England (1-1),0,0,7,0,7,7,New York JetsNY Jets (1-1),0,10,7,14,31,31,1982,2
Cleveland BrownsCleveland (1-1),7,0,0,14,21,21,Philadelphia EaglesPhiladelphia (1-1),0,3,0,21,24,24,1982,2
St. Louis CardinalsSt. Louis (1-1),0,7,0,0,7,7,Dallas CowboysDallas (1-1),0,7,7,10,24,24,1982,2
Chicago BearsChicago (0-2),0,0,0,0,0,0,New Orleans SaintsNew Orleans (1-1),7,0,3,0,10,10,1982,2
Pittsburgh SteelersPittsburgh (2-0),7,3,7,3,6,26,Cincinnati BengalsCincinnati (1-1),0,3,7,10,0,20,1982,2
Kansas City ChiefsKansas City (1-1),7,9,3,0,19,19,San Diego ChargersSan Diego (1-1),0,0,9,3,12,12,1982,2
Tampa Bay BuccaneersTampa Bay (0-2),0,6,0,7,13,13,Washington RedskinsWashington (2-0),9,9,0,3,21,21,1982,2
Houston OilersHouston (1-1),0,7,10,6,23,23,Seattle SeahawksSeattle (0-2),0,7,0,14,21,21,1982,2
Los Angeles RamsLA Rams (0-2),0,0,0,14,14,14,Detroit LionsDetroit (2-0),0,9,7,3,19,19,1982,2
Miami DolphinsMiami (2-0),14,0,10,0,24,24,Baltimore ColtsBaltimore (0-2),0,17,0,3,20,20,1982,2
Denver BroncosDenver (1-1),7,7,0,10,24,24,San Francisco 49ersSan Francisco (0-2),14,7,0,0,21,21,1982,2
New York GiantsNY Giants (0-2),9,3,7,0,19,19,Green Bay PackersGreen Bay (2-0),0,7,7,13,27,27,1982,2
Dallas CowboysDallas (2-1),0,7,7,0,14,14,Tampa Bay BuccaneersTampa Bay (0-3),3,3,3,0,9,9,1982,3
